Country.Region,Province.State,date,confirmed,recovered,deaths,hospitalized_symptoms,isolated_at_home,tested,close_observation,suspected,hospitalized_intensive,active,recoveries
Italy,Molise,2020-03-02,0,0,0,0,0,13,NA,NA,0,0,NA
Italy,Piemonte,2020-03-02,51,0,0,12,37,434,NA,NA,2,51,NA
Italy,Puglia,2020-03-02,4,0,0,2,2,278,NA,NA,0,4,NA
Italy,Sardegna,2020-03-02,0,0,0,0,0,29,NA,NA,0,0,NA
Italy,Sicilia,2020-03-02,9,2,0,2,3,307,NA,NA,0,7,NA
Italy,Toscana,2020-03-02,13,1,0,7,5,613,NA,NA,0,12,NA
Italy,P.A. Trento,2020-03-02,0,0,0,0,0,122,NA,NA,0,0,NA
Italy,Umbria,2020-03-02,2,0,0,0,2,35,NA,NA,0,2,NA
Italy,Valle d'Aosta,2020-03-02,0,0,0,0,0,11,NA,NA,0,0,NA
Italy,Veneto,2020-03-02,273,0,2,53,204,9782,NA,NA,14,271,NA
Australia,total,2020-03-02,30,11,1,NA,NA,NA,NA,NA,NA,18,NA
Canada,total,2020-03-02,27,0,0,NA,NA,NA,NA,NA,NA,27,NA
China,total,2020-03-02,80136,44854,2914,NA,NA,NA,40651,NA,7365,32368,NA
Denmark,total,2020-03-02,4,0,0,NA,NA,NA,NA,NA,NA,4,NA
France,total,2020-03-02,191,12,3,NA,NA,NA,NA,NA,NA,176,NA
Italy,total,2020-03-02,2036,149,52,742,927,23345,NA,NA,166,1835,NA
Netherlands,total,2020-03-02,18,0,0,NA,NA,NA,NA,NA,NA,18,NA
United Kingdom,total,2020-03-02,40,8,0,NA,NA,NA,NA,NA,NA,32,NA
Switzerland,AG,2020-03-02,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Switzerland,AI,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,AR,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,BE,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,BL,2020-03-02,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Switzerland,BS,2020-03-02,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
Switzerland,FR,2020-03-02,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Switzerland,GE,2020-03-02,7,0,0,3,NA,NA,NA,NA,0,7,NA
Switzerland,GL,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,GR,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,JU,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,LU,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,NE,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,NW,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,OW,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,SG,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,SH,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,SO,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,SZ,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,TG,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,TI,2020-03-02,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Switzerland,UR,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,VD,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,VS,2020-03-02,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
Switzerland,ZG,2020-03-02,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Switzerland,ZH,2020-03-02,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Switzerland,CH,2020-03-02,23,0,0,13,NA,NA,NA,NA,0,23,0
Afghanistan,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Albania,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Algeria,total,2020-03-03,5,0,0,NA,NA,NA,NA,NA,NA,5,NA
Andorra,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Angola,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Antigua and Barbuda,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Argentina,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Armenia,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Australia,Australian Capital Territory,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Australia,New South Wales,2020-03-03,13,4,0,NA,NA,NA,NA,NA,NA,9,NA
Australia,Northern Territory,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Australia,Queensland,2020-03-03,11,1,0,NA,NA,NA,NA,NA,NA,10,NA
Australia,South Australia,2020-03-03,3,2,0,NA,NA,NA,NA,NA,NA,1,NA
Australia,Tasmania,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Australia,Victoria,2020-03-03,9,4,0,NA,NA,NA,NA,NA,NA,5,NA
Australia,Western Australia,2020-03-03,2,0,1,NA,NA,NA,NA,NA,NA,1,NA
Austria,total,2020-03-03,21,0,0,NA,NA,NA,NA,NA,NA,21,NA
Azerbaijan,total,2020-03-03,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
Bahamas,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Bahrain,total,2020-03-03,49,0,0,NA,NA,NA,NA,NA,NA,49,NA
Bangladesh,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Barbados,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Belarus,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Belgium,total,2020-03-03,13,1,0,NA,NA,NA,NA,NA,NA,12,NA
Belize,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Benin,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Bhutan,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Bolivia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Bosnia and Herzegovina,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Brazil,total,2020-03-03,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Brunei,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Bulgaria,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Burkina Faso,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Burma,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Cabo Verde,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Cambodia,total,2020-03-03,1,1,0,NA,NA,NA,NA,NA,NA,0,NA
Cameroon,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Alberta,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,British Columbia,2020-03-03,9,0,0,NA,NA,NA,NA,NA,NA,9,NA
Canada,Diamond Princess,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Grand Princess,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Manitoba,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,New Brunswick,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Newfoundland and Labrador,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Northwest Territories,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Nova Scotia,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Ontario,2020-03-03,20,0,0,NA,NA,NA,NA,NA,NA,20,NA
Canada,Prince Edward Island,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Quebec,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Canada,Recovered,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Saskatchewan,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Canada,Yukon,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Central African Republic,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Chad,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Chile,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
China,Anhui,2020-03-03,990,936,6,NA,NA,NA,NA,NA,NA,48,NA
China,Beijing,2020-03-03,414,288,8,NA,NA,NA,NA,NA,NA,118,NA
China,Chongqing,2020-03-03,576,490,6,NA,NA,NA,NA,NA,NA,80,NA
China,Fujian,2020-03-03,296,260,1,NA,NA,NA,NA,NA,NA,35,NA
China,Gansu,2020-03-03,91,86,2,NA,NA,NA,NA,NA,NA,3,NA
China,Guangdong,2020-03-03,1350,1101,7,NA,NA,NA,NA,NA,NA,242,NA
China,Guangxi,2020-03-03,252,202,2,NA,NA,NA,NA,NA,NA,48,NA
China,Guizhou,2020-03-03,146,114,2,NA,NA,NA,NA,NA,NA,30,NA
China,Hainan,2020-03-03,168,155,5,NA,NA,NA,NA,NA,NA,8,NA
China,Hebei,2020-03-03,318,300,6,NA,NA,NA,NA,NA,NA,12,NA
China,Heilongjiang,2020-03-03,480,366,13,NA,NA,NA,NA,NA,NA,101,NA
China,Henan,2020-03-03,1272,1231,22,NA,NA,NA,NA,NA,NA,19,NA
China,Hong Kong,2020-03-03,100,37,2,NA,NA,NA,NA,NA,NA,61,NA
China,Hubei,2020-03-03,67217,36208,2835,NA,NA,NA,NA,434,6593,28174,NA
China,Hunan,2020-03-03,1018,906,4,NA,NA,NA,NA,NA,NA,108,NA
China,Inner Mongolia,2020-03-03,75,59,1,NA,NA,NA,NA,NA,NA,15,NA
China,Jiangsu,2020-03-03,631,562,0,NA,NA,NA,NA,NA,NA,69,NA
China,Jiangxi,2020-03-03,935,870,1,NA,NA,NA,NA,NA,NA,64,NA
China,Jilin,2020-03-03,93,83,1,NA,NA,NA,NA,NA,NA,9,NA
China,Liaoning,2020-03-03,125,106,1,NA,NA,NA,NA,NA,NA,18,NA
China,Macau,2020-03-03,10,9,0,NA,NA,NA,NA,NA,NA,1,NA
China,Ningxia,2020-03-03,74,69,0,NA,NA,NA,NA,NA,NA,5,NA
China,Qinghai,2020-03-03,18,18,0,NA,NA,NA,NA,NA,NA,0,NA
China,Shaanxi,2020-03-03,245,216,1,NA,NA,NA,NA,NA,NA,28,NA
China,Shandong,2020-03-03,758,511,6,NA,NA,NA,NA,NA,NA,241,NA
China,Shanghai,2020-03-03,338,294,3,NA,NA,NA,NA,NA,NA,41,NA
China,Shanxi,2020-03-03,133,124,0,NA,NA,NA,NA,NA,NA,9,NA
China,Sichuan,2020-03-03,538,394,3,NA,NA,NA,NA,NA,NA,141,NA
China,Tianjin,2020-03-03,136,124,3,NA,NA,NA,NA,NA,NA,9,NA
China,Tibet,2020-03-03,1,1,0,NA,NA,NA,NA,NA,NA,0,NA
China,Xinjiang,2020-03-03,76,68,3,NA,NA,NA,NA,NA,NA,5,NA
China,Yunnan,2020-03-03,174,169,2,NA,NA,NA,NA,NA,NA,3,NA
China,Zhejiang,2020-03-03,1213,1093,1,NA,NA,NA,NA,NA,NA,119,NA
Colombia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Congo (Brazzaville),total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Congo (Kinshasa),total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Costa Rica,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Cote d'Ivoire,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Croatia,total,2020-03-03,9,0,0,NA,NA,NA,NA,NA,NA,9,NA
Cuba,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Cyprus,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Czechia,total,2020-03-03,5,0,0,NA,NA,NA,NA,NA,NA,5,NA
Denmark,total,2020-03-03,6,0,0,NA,NA,NA,NA,NA,NA,6,NA
Denmark,Faroe Islands,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Denmark,Greenland,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Diamond Princess,total,2020-03-03,706,10,6,NA,NA,NA,NA,NA,NA,690,NA
Djibouti,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Dominica,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Dominican Republic,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Ecuador,total,2020-03-03,7,0,0,NA,NA,NA,NA,NA,NA,7,NA
Egypt,total,2020-03-03,2,1,0,NA,NA,NA,NA,NA,NA,1,NA
El Salvador,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Equatorial Guinea,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Eritrea,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Estonia,total,2020-03-03,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Eswatini,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Ethiopia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Fiji,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Finland,total,2020-03-03,6,1,0,NA,NA,NA,NA,NA,NA,5,NA
France,total,2020-03-03,204,12,4,NA,NA,NA,NA,NA,NA,188,NA
France,French Guiana,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,French Polynesia,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,Guadeloupe,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,Martinique,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,Mayotte,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,New Caledonia,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,Reunion,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,Saint Barthelemy,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
France,St Martin,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Gabon,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Gambia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Georgia,total,2020-03-03,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
Germany,total,2020-03-03,196,16,0,NA,NA,NA,NA,NA,NA,180,NA
Ghana,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Greece,total,2020-03-03,7,0,0,NA,NA,NA,NA,NA,NA,7,NA
Grenada,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Guatemala,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Guinea,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Guinea-Bissau,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Guyana,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Haiti,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Holy See,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Honduras,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Hungary,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Iceland,total,2020-03-03,11,0,0,NA,NA,NA,NA,NA,NA,11,NA
India,total,2020-03-03,5,3,0,NA,NA,NA,NA,NA,NA,2,NA
Indonesia,total,2020-03-03,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Iran,total,2020-03-03,2336,291,77,NA,NA,NA,NA,NA,NA,1968,NA
Iraq,total,2020-03-03,32,0,0,NA,NA,NA,NA,NA,NA,32,NA
Ireland,total,2020-03-03,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Israel,total,2020-03-03,12,1,0,NA,NA,NA,NA,NA,NA,11,NA
Jamaica,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Japan,total,2020-03-03,293,43,6,NA,NA,NA,NA,NA,NA,244,NA
Jordan,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Kazakhstan,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Kenya,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
"Korea, South",total,2020-03-03,5186,30,28,NA,NA,NA,NA,NA,NA,5128,NA
Kosovo,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Kuwait,total,2020-03-03,56,0,0,NA,NA,NA,NA,NA,NA,56,NA
Kyrgyzstan,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Laos,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Latvia,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Lebanon,total,2020-03-03,13,0,0,NA,NA,NA,NA,NA,NA,13,NA
Liberia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Libya,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Liechtenstein,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Lithuania,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Luxembourg,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Madagascar,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Malaysia,total,2020-03-03,36,22,0,NA,NA,NA,NA,NA,NA,14,NA
Maldives,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Mali,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Malta,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Mauritania,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Mauritius,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Mexico,total,2020-03-03,5,1,0,NA,NA,NA,NA,NA,NA,4,NA
Moldova,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Monaco,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Mongolia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Montenegro,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Morocco,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Mozambique,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
MS Zaandam,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Namibia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Nepal,total,2020-03-03,1,1,0,NA,NA,NA,NA,NA,NA,0,NA
Netherlands,total,2020-03-03,24,0,0,NA,NA,NA,NA,NA,NA,24,NA
Netherlands,Aruba,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Netherlands,Curacao,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Netherlands,Sint Maarten,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
New Zealand,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Nicaragua,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Niger,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Nigeria,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
North Macedonia,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Norway,total,2020-03-03,32,0,0,NA,NA,NA,NA,NA,NA,32,NA
Oman,total,2020-03-03,12,2,0,NA,NA,NA,NA,NA,NA,10,NA
Pakistan,total,2020-03-03,5,0,0,NA,NA,NA,NA,NA,NA,5,NA
Panama,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Papua New Guinea,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Paraguay,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Peru,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Philippines,total,2020-03-03,3,1,1,NA,NA,NA,NA,NA,NA,1,NA
Poland,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Portugal,total,2020-03-03,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Qatar,total,2020-03-03,7,0,0,NA,NA,NA,NA,NA,NA,7,NA
Romania,total,2020-03-03,3,0,0,NA,NA,NA,NA,NA,NA,3,NA
Russia,total,2020-03-03,3,2,0,NA,NA,NA,NA,NA,NA,1,NA
Rwanda,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Saint Kitts and Nevis,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Saint Lucia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Saint Vincent and the Grenadines,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
San Marino,total,2020-03-03,10,0,1,NA,NA,NA,NA,NA,NA,9,NA
Saudi Arabia,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
Senegal,total,2020-03-03,2,0,0,NA,NA,NA,NA,NA,NA,2,NA
Serbia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Seychelles,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Singapore,total,2020-03-03,110,78,0,NA,NA,NA,NA,NA,NA,32,NA
Slovakia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Slovenia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Somalia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
South Africa,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Spain,total,2020-03-03,165,2,1,NA,NA,NA,NA,NA,NA,162,NA
Sri Lanka,total,2020-03-03,1,1,0,NA,NA,NA,NA,NA,NA,0,NA
Sudan,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Suriname,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Sweden,total,2020-03-03,21,0,0,NA,NA,NA,NA,NA,NA,21,NA
Switzerland,total,2020-03-03,56,2,0,NA,NA,NA,NA,NA,NA,54,NA
Syria,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Taiwan*,total,2020-03-03,42,12,1,NA,NA,NA,NA,NA,NA,29,NA
Tanzania,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Thailand,total,2020-03-03,43,31,1,NA,NA,NA,NA,NA,NA,11,NA
Timor-Leste,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Togo,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Trinidad and Tobago,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Tunisia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Turkey,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Uganda,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Ukraine,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,1,NA
United Arab Emirates,total,2020-03-03,27,5,0,NA,NA,NA,NA,NA,NA,22,NA
United Kingdom,total,2020-03-03,51,8,0,NA,NA,NA,NA,NA,NA,43,NA
United Kingdom,Anguilla,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Bermuda,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,British Virgin Islands,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Cayman Islands,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Channel Islands,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Gibraltar,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Isle of Man,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Montserrat,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
United Kingdom,Turks and Caicos Islands,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Uruguay,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
US,total,2020-03-03,118,7,7,NA,NA,NA,NA,NA,NA,104,NA
Uzbekistan,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Venezuela,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Vietnam,total,2020-03-03,16,16,0,NA,NA,NA,NA,NA,NA,0,NA
West Bank and Gaza,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Zambia,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Zimbabwe,total,2020-03-03,0,0,0,NA,NA,NA,NA,NA,NA,0,NA
Italy,Abruzzo,2020-03-03,6,0,0,5,1,52,NA,NA,0,6,NA
Italy,Basilicata,2020-03-03,1,0,0,0,1,42,NA,NA,0,1,NA
Italy,P.A. Bolzano,2020-03-03,1,0,0,1,0,20,NA,NA,0,1,NA
Italy,Calabria,2020-03-03,1,0,0,0,1,39,NA,NA,0,1,NA
Italy,Campania,2020-03-03,30,0,0,11,19,405,NA,NA,0,30,NA
Italy,Emilia Romagna,2020-03-03,420,4,18,187,187,2012,NA,NA,24,398,NA
Italy,Friuli Venezia Giulia,2020-03-03,13,0,0,1,12,354,NA,NA,0,13,NA
Italy,Lazio,2020-03-03,14,3,0,10,1,877,NA,NA,0,11,NA
Italy,Liguria,2020-03-03,42,4,1,12,5,121,NA,NA,2,37,NA
Italy,Lombardia,2020-03-03,1520,139,55,698,461,9577,NA,NA,167,1326,NA
Italy,Marche,2020-03-03,61,0,2,27,19,200,NA,NA,13,59,NA
Italy,Molise,2020-03-03,3,0,0,3,0,13,NA,NA,0,3,NA
Italy,Piemonte,2020-03-03,56,0,0,13,40,458,NA,NA,3,56,NA
Italy,Puglia,2020-03-03,6,0,0,2,4,298,NA,NA,0,6,NA
Italy,Sardegna,2020-03-03,1,0,0,1,0,29,NA,NA,0,1,NA
Italy,Sicilia,2020-03-03,9,2,0,2,3,307,NA,NA,0,7,NA
Italy,Toscana,2020-03-03,19,1,0,10,8,697,NA,NA,0,18,NA
