Country.Region,Province.State,date,confirmed,recovered,deaths,hospitalized_intensive,hospitalized_symptoms,isolated_at_home,tested,close_observation,suspected,serious_cases,active,alpha3
Albania,total,2020-03-14,38,0,1,NA,NA,NA,NA,NA,NA,NA,37,ALB
Albania,total,2020-03-15,42,0,1,NA,NA,NA,NA,NA,NA,NA,41,ALB
Albania,total,2020-03-16,51,0,1,NA,NA,NA,NA,NA,NA,NA,50,ALB
Albania,total,2020-03-17,55,0,1,NA,NA,NA,NA,NA,NA,NA,54,ALB
Albania,total,2020-03-18,59,0,2,NA,NA,NA,NA,NA,NA,NA,57,ALB
Albania,total,2020-03-19,64,0,2,NA,NA,NA,NA,NA,NA,NA,62,ALB
Albania,total,2020-03-20,70,0,2,NA,NA,NA,NA,NA,NA,NA,68,ALB
Albania,total,2020-03-21,76,2,2,NA,NA,NA,NA,NA,NA,NA,72,ALB
Albania,total,2020-03-22,89,2,2,NA,NA,NA,NA,NA,NA,NA,85,ALB
Albania,total,2020-03-23,104,2,4,NA,NA,NA,NA,NA,NA,NA,98,ALB
Albania,total,2020-03-24,123,10,5,NA,NA,NA,NA,NA,NA,NA,108,ALB
Albania,total,2020-03-25,146,17,5,NA,NA,NA,NA,NA,NA,NA,124,ALB
Albania,total,2020-03-26,174,17,6,NA,NA,NA,NA,NA,NA,NA,151,ALB
Albania,total,2020-03-27,186,31,8,NA,NA,NA,NA,NA,NA,NA,147,ALB
Albania,total,2020-03-28,197,31,10,NA,NA,NA,NA,NA,NA,NA,156,ALB
Albania,total,2020-03-29,212,33,10,NA,NA,NA,NA,NA,NA,NA,169,ALB
Albania,total,2020-03-30,223,44,11,NA,NA,NA,NA,NA,NA,NA,168,ALB
Albania,total,2020-03-31,243,52,15,NA,NA,NA,NA,NA,NA,NA,176,ALB
Albania,total,2020-04-01,259,67,15,NA,NA,NA,NA,NA,NA,NA,177,ALB
Albania,total,2020-04-02,277,76,16,NA,NA,NA,NA,NA,NA,NA,185,ALB
Albania,total,2020-04-03,304,89,17,NA,NA,NA,NA,NA,NA,NA,198,ALB
Albania,total,2020-04-04,333,99,20,NA,NA,NA,NA,NA,NA,NA,214,ALB
Albania,total,2020-04-05,361,104,20,NA,NA,NA,NA,NA,NA,NA,237,ALB
Algeria,total,2020-01-22,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-25,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-26,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-27,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-28,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-29,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-30,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-01-31,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-01,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-02,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-03,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-04,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-08,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-09,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-14,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-15,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-16,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-18,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-19,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-20,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-21,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-22,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-23,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-24,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Algeria,total,2020-02-25,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,DZA
Algeria,total,2020-02-26,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,DZA
Algeria,total,2020-02-27,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,DZA
Algeria,total,2020-02-28,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,DZA
Algeria,total,2020-02-29,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,DZA
Algeria,total,2020-03-01,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,DZA
Algeria,total,2020-03-02,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,DZA
Algeria,total,2020-03-03,5,0,0,NA,NA,NA,NA,NA,NA,NA,5,DZA
Algeria,total,2020-03-04,12,0,0,NA,NA,NA,NA,NA,NA,NA,12,DZA
Algeria,total,2020-03-05,12,0,0,NA,NA,NA,NA,NA,NA,NA,12,DZA
Algeria,total,2020-03-06,17,0,0,NA,NA,NA,NA,NA,NA,NA,17,DZA
Algeria,total,2020-03-07,17,0,0,NA,NA,NA,NA,NA,NA,NA,17,DZA
Algeria,total,2020-03-08,19,0,0,NA,NA,NA,NA,NA,NA,NA,19,DZA
Algeria,total,2020-03-09,20,0,0,NA,NA,NA,NA,NA,NA,NA,20,DZA
Algeria,total,2020-03-10,20,0,0,NA,NA,NA,NA,NA,NA,NA,20,DZA
Algeria,total,2020-03-11,20,0,0,NA,NA,NA,NA,NA,NA,NA,20,DZA
Algeria,total,2020-03-12,24,8,1,NA,NA,NA,NA,NA,NA,NA,15,DZA
Algeria,total,2020-03-13,26,8,2,NA,NA,NA,NA,NA,NA,NA,16,DZA
Algeria,total,2020-03-14,37,12,3,NA,NA,NA,NA,NA,NA,NA,22,DZA
Algeria,total,2020-03-15,48,12,4,NA,NA,NA,NA,NA,NA,NA,32,DZA
Algeria,total,2020-03-16,54,12,4,NA,NA,NA,NA,NA,NA,NA,38,DZA
Algeria,total,2020-03-17,60,12,4,NA,NA,NA,NA,NA,NA,NA,44,DZA
Algeria,total,2020-03-18,74,12,7,NA,NA,NA,NA,NA,NA,NA,55,DZA
Algeria,total,2020-03-19,87,32,9,NA,NA,NA,NA,NA,NA,NA,46,DZA
Algeria,total,2020-03-20,90,32,11,NA,NA,NA,NA,NA,NA,NA,47,DZA
Algeria,total,2020-03-21,139,32,15,NA,NA,NA,NA,NA,NA,NA,92,DZA
Algeria,total,2020-03-22,201,65,17,NA,NA,NA,NA,NA,NA,NA,119,DZA
Algeria,total,2020-03-23,230,65,17,NA,NA,NA,NA,NA,NA,NA,148,DZA
Algeria,total,2020-03-24,264,24,19,NA,NA,NA,NA,NA,NA,NA,221,DZA
Algeria,total,2020-03-25,302,65,21,NA,NA,NA,NA,NA,NA,NA,216,DZA
Algeria,total,2020-03-26,367,29,25,NA,NA,NA,NA,NA,NA,NA,313,DZA
Algeria,total,2020-03-27,409,29,26,NA,NA,NA,NA,NA,NA,NA,354,DZA
Algeria,total,2020-03-28,454,31,29,NA,NA,NA,NA,NA,NA,NA,394,DZA
Algeria,total,2020-03-29,511,31,31,NA,NA,NA,NA,NA,NA,NA,449,DZA
Algeria,total,2020-03-30,584,37,35,NA,NA,NA,NA,NA,NA,NA,512,DZA
Algeria,total,2020-03-31,716,46,44,NA,NA,NA,NA,NA,NA,NA,626,DZA
Algeria,total,2020-04-01,847,61,58,NA,NA,NA,NA,NA,NA,NA,728,DZA
Algeria,total,2020-04-02,986,61,86,NA,NA,NA,NA,NA,NA,NA,839,DZA
Algeria,total,2020-04-03,1171,62,105,NA,NA,NA,NA,NA,NA,NA,1004,DZA
Algeria,total,2020-04-04,1251,90,130,NA,NA,NA,NA,NA,NA,NA,1031,DZA
Algeria,total,2020-04-05,1320,90,152,NA,NA,NA,NA,NA,NA,NA,1078,DZA
Andorra,total,2020-01-22,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-25,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-26,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-27,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-28,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-29,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-30,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-01-31,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-01,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-02,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-03,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-04,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-05,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-06,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-07,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-08,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-09,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-10,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-11,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-14,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-15,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-16,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-18,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-19,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-20,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-21,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-22,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-23,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-24,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-25,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-26,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-27,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-28,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-02-29,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-03-01,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-03-02,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-03,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-04,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-05,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-06,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-07,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-08,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-09,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-10,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-11,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-12,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-03-13,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-14,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-03-15,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Andorra,total,2020-03-16,2,1,0,NA,NA,NA,NA,NA,NA,NA,1,AND
Andorra,total,2020-03-17,39,1,0,NA,NA,NA,NA,NA,NA,NA,38,AND
Andorra,total,2020-03-18,39,1,0,NA,NA,NA,NA,NA,NA,NA,38,AND
Andorra,total,2020-03-19,53,1,0,NA,NA,NA,NA,NA,NA,NA,52,AND
Andorra,total,2020-03-20,75,1,0,NA,NA,NA,NA,NA,NA,NA,74,AND
Andorra,total,2020-03-21,88,1,0,NA,NA,NA,NA,NA,NA,NA,87,AND
Andorra,total,2020-03-22,113,1,1,NA,NA,NA,NA,NA,NA,NA,111,AND
Andorra,total,2020-03-23,133,1,1,NA,NA,NA,NA,NA,NA,NA,131,AND
Andorra,total,2020-03-24,164,1,1,NA,NA,NA,NA,NA,NA,NA,162,AND
Andorra,total,2020-03-25,188,1,1,NA,NA,NA,NA,NA,NA,NA,186,AND
Andorra,total,2020-03-26,224,1,3,NA,NA,NA,NA,NA,NA,NA,220,AND
Andorra,total,2020-03-27,267,1,3,NA,NA,NA,NA,NA,NA,NA,263,AND
Andorra,total,2020-03-28,308,1,3,NA,NA,NA,NA,NA,NA,NA,304,AND
Andorra,total,2020-03-29,334,1,6,NA,NA,NA,NA,NA,NA,NA,327,AND
Andorra,total,2020-03-30,370,10,8,NA,NA,NA,NA,NA,NA,NA,352,AND
